booking_id,booking_date,booking_year,booking_month,month_name,quarter,season,day_name,is_weekend,client_name,client_type,client_region,client_country,service_name,service_category,destination,agent_name,agent_team,booking_status,pax,nights,revenue,cost,margin,margin_pct,currency
BK-016160,2023-09-22,2023,9,September,3,Autumn,Friday,0,Roma Viaggi SRL,Agency,Europe,Italy,D-Day Normandy Tour,Tour,Normandy,Nicolas Petit,Inbound Asia,Completed,11,2,1226.95,804.88,422.07000000000005,34.4,EUR
BK-016168,2023-09-22,2023,9,September,3,Autumn,Friday,0,Seoul Wanderers Co.,Agency,Asia-Pacific,South Korea,D-Day Normandy Tour,Tour,Normandy,Sophie Laurent,Inbound Asia,Completed,10,0,1931.98,1185.79,746.19,38.6,EUR
BK-016067,2023-09-23,2023,9,September,3,Autumn,Saturday,1,Pacific Coast Tours,Agency,North America,USA,Strasbourg Christmas Tour,Tour,Strasbourg,Camille Moreau,Corporate,Completed,7,2,1061.3,821.73,239.56999999999994,22.6,EUR
BK-016125,2023-09-23,2023,9,September,3,Autumn,Saturday,1,Mumbai Getaways Pvt,Agency,Asia-Pacific,India,Chateau Stay Bordeaux,Accommodation,Bordeaux,Nicolas Petit,Inbound Asia,Completed,10,6,14004.57,10179.23,3825.34,27.3,EUR
BK-016129,2023-09-23,2023,9,September,3,Autumn,Saturday,1,Thai Smile Holidays,Agency,Asia-Pacific,Thailand,Provence Lavender Tour,Tour,Provence,Isabelle Leroy,Inbound Europe,Completed,2,3,155.69,94.94,60.75,39.0,EUR
BK-016139,2023-09-23,2023,9,September,3,Autumn,Saturday,1,Horizon Corp Events,Corporate,Europe,UK,TGV Train Booking,Transfer,Multi-city,Sophie Laurent,Inbound Asia,Completed,4,0,156.12,100.59,55.53,35.6,EUR
BK-016156,2023-09-23,2023,9,September,3,Autumn,Saturday,1,Direct Client - Web,Individual,North America,USA,Hotel Le Marais,Accommodation,Paris,Isabelle Leroy,Inbound Europe,Completed,2,2,430.14,278.16,151.97999999999996,35.3,EUR
BK-016170,2023-09-23,2023,9,September,3,Autumn,Saturday,1,Direct Client - Web,Individual,North America,USA,TGV Train Booking,Transfer,Multi-city,Sophie Laurent,Inbound Asia,Cancelled,8,0,569.08,384.2,184.88000000000005,32.5,EUR
BK-016172,2023-09-23,2023,9,September,3,Autumn,Saturday,1,Nordic Explorers AB,Agency,Europe,Sweden,Ski Package Alps,Tour,Chamonix,Nicolas Petit,Inbound Asia,Completed,11,1,743.95,485.3,258.65000000000003,34.8,EUR
BK-016051,2023-09-24,2023,9,September,3,Autumn,Sunday,1,Seoul Wanderers Co.,Agency,Asia-Pacific,South Korea,Hotel Vieux Lyon,Accommodation,Lyon,Marie Dubois,Inbound Europe,Completed,5,14,9873.08,6478.34,3394.74,34.4,EUR
BK-016094,2023-09-24,2023,9,September,3,Autumn,Sunday,1,Direct Client - Web,Individual,North America,USA,City Walking Tour,Tour,Paris,Isabelle Leroy,Inbound Europe,Completed,9,1,1039.25,647.71,391.53999999999996,37.7,EUR
BK-016118,2023-09-24,2023,9,September,3,Autumn,Sunday,1,Gulf Luxury Travel,Corporate,Middle East,UAE,TGV Train Booking,Transfer,Multi-city,Marie Dubois,Inbound Europe,Completed,8,0,1098.45,816.6,281.85,25.7,EUR
BK-016180,2023-09-24,2023,9,September,3,Autumn,Sunday,1,Alpine Adventures GmbH,Agency,Europe,Germany,Strasbourg Christmas Tour,Tour,Strasbourg,Camille Moreau,Corporate,Completed,2,3,379.71,297.69,82.01999999999998,21.6,EUR
BK-016061,2023-09-25,2023,9,September,3,Autumn,Monday,0,Direct Client - Walk-in,Individual,Europe,France,Provence Lavender Tour,Tour,Provence,Thomas Roux,Inbound Americas,Cancelled,7,3,910.25,669.84,240.40999999999997,26.4,EUR
BK-016062,2023-09-25,2023,9,September,3,Autumn,Monday,0,Roma Viaggi SRL,Agency,Europe,Italy,Strasbourg Christmas Tour,Tour,Strasbourg,Thomas Roux,Inbound Americas,Completed,2,2,342.5,227.57,114.93,33.6,EUR
BK-016078,2023-09-25,2023,9,September,3,Autumn,Monday,0,Maple Leaf Journeys,Agency,North America,Canada,Hotel Le Marais,Accommodation,Paris,Marie Dubois,Inbound Europe,Completed,2,4,2623.03,2050.03,573.0,21.8,EUR
BK-016114,2023-09-25,2023,9,September,3,Autumn,Monday,0,Direct Client - Walk-in,Individual,Europe,France,Hotel Le Marais,Accommodation,Paris,Nicolas Petit,Inbound Asia,Completed,10,6,11790.19,8315.02,3475.17,29.5,EUR
BK-016141,2023-09-25,2023,9,September,3,Autumn,Monday,0,Sakura Travel Group,Agency,Asia-Pacific,Japan,D-Day Normandy Tour,Tour,Normandy,Jean-Luc Bernard,Inbound Americas,Completed,10,3,1418.08,1084.73,333.3499999999999,23.5,EUR
BK-016046,2023-09-26,2023,9,September,3,Autumn,Tuesday,0,Direct Client - Walk-in,Individual,Europe,France,Hotel Le Marais,Accommodation,Paris,Isabelle Leroy,Inbound Europe,Completed,5,12,20991.2,16632.45,4358.75,20.8,EUR
BK-016123,2023-09-26,2023,9,September,3,Autumn,Tuesday,0,Sakura Travel Group,Agency,Asia-Pacific,Japan,Mont Blanc Excursion,Tour,Chamonix,Sophie Laurent,Inbound Asia,Completed,10,2,800.41,594.89,205.51999999999998,25.7,EUR
BK-016128,2023-09-26,2023,9,September,3,Autumn,Tuesday,0,Mumbai Getaways Pvt,Agency,Asia-Pacific,India,TGV Train Booking,Transfer,Multi-city,Pierre Martin,Inbound Europe,Completed,4,0,222.88,165.33,57.54999999999998,25.8,EUR
BK-016177,2023-09-26,2023,9,September,3,Autumn,Tuesday,0,Gulf Luxury Travel,Corporate,Middle East,UAE,D-Day Normandy Tour,Tour,Normandy,Jean-Luc Bernard,Inbound Americas,Completed,11,2,901.89,534.14,367.75,40.8,EUR
BK-016113,2023-09-27,2023,9,September,3,Autumn,Wednesday,0,Horizon Corp Events,Corporate,Europe,UK,D-Day Normandy Tour,Tour,Normandy,Marie Dubois,Inbound Europe,Completed,3,3,436.15,288.93,147.21999999999997,33.8,EUR
BK-016120,2023-09-27,2023,9,September,3,Autumn,Wednesday,0,Seoul Wanderers Co.,Agency,Asia-Pacific,South Korea,Hotel Vieux Lyon,Accommodation,Lyon,Nicolas Petit,Inbound Asia,Completed,3,5,1443.17,867.53,575.6400000000001,39.9,EUR
BK-016126,2023-09-27,2023,9,September,3,Autumn,Wednesday,0,Pacific Coast Tours,Agency,North America,USA,Hotel Negresco Nice,Accommodation,Nice,Sophie Laurent,Inbound Asia,Completed,11,5,7914.5,4657.41,3257.09,41.2,EUR
BK-016143,2023-09-27,2023,9,September,3,Autumn,Wednesday,0,Swiss Premium Tours,Agency,Europe,Switzerland,Private Car Service,Transfer,Multi-city,Jean-Luc Bernard,Inbound Americas,Completed,12,0,557.17,413.12,144.04999999999995,25.9,EUR
BK-016167,2023-09-27,2023,9,September,3,Autumn,Wednesday,0,Sakura Travel Group,Agency,Asia-Pacific,Japan,Airport Transfer,Transfer,Paris,Isabelle Leroy,Inbound Europe,Completed,3,0,381.77,298.54,83.22999999999996,21.8,EUR
BK-016057,2023-09-28,2023,9,September,3,Autumn,Thursday,0,Swiss Premium Tours,Agency,Europe,Switzerland,Hotel Promenade Nice,Accommodation,Nice,Isabelle Leroy,Inbound Europe,Completed,6,14,20214.67,14900.59,5314.079999999998,26.3,EUR
BK-016145,2023-09-28,2023,9,September,3,Autumn,Thursday,0,Thai Smile Holidays,Agency,Asia-Pacific,Thailand,Lyon Food Tour,Tour,Lyon,Isabelle Leroy,Inbound Europe,Completed,4,0,349.79,211.29,138.50000000000003,39.6,EUR
BK-016166,2023-09-28,2023,9,September,3,Autumn,Thursday,0,Andalucia Sun Tours,Agency,Europe,Spain,Hotel Promenade Nice,Accommodation,Nice,Camille Moreau,Corporate,Cancelled,9,5,6904.92,5302.3,1602.62,23.2,EUR
BK-016056,2023-09-29,2023,9,September,3,Autumn,Friday,0,Swiss Premium Tours,Agency,Europe,Switzerland,TGV Train Booking,Transfer,Multi-city,Thomas Roux,Inbound Americas,Completed,5,0,539.05,387.37,151.67999999999995,28.1,EUR
BK-016070,2023-09-29,2023,9,September,3,Autumn,Friday,0,Direct Client - Web,Individual,North America,USA,Wine Tasting Bordeaux,Tour,Bordeaux,Camille Moreau,Corporate,Completed,3,1,305.77,242.15,63.619999999999976,20.8,EUR
BK-016072,2023-09-29,2023,9,September,3,Autumn,Friday,0,Swiss Premium Tours,Agency,Europe,Switzerland,Marseille Port Tour,Tour,Marseille,Sophie Laurent,Inbound Asia,Completed,2,0,356.16,267.51,88.65000000000003,24.9,EUR
BK-016083,2023-09-29,2023,9,September,3,Autumn,Friday,0,Direct Client - Web,Individual,North America,USA,Provence Lavender Tour,Tour,Provence,Nicolas Petit,Inbound Asia,Completed,10,0,878.48,489.81,388.67,44.2,EUR
BK-016088,2023-09-29,2023,9,September,3,Autumn,Friday,0,Roma Viaggi SRL,Agency,Europe,Italy,Versailles Day Trip,Tour,Versailles,Camille Moreau,Corporate,Completed,6,0,860.32,583.01,277.31000000000006,32.2,EUR
BK-016108,2023-09-29,2023,9,September,3,Autumn,Friday,0,Swiss Premium Tours,Agency,Europe,Switzerland,Hotel Promenade Nice,Accommodation,Nice,Camille Moreau,Corporate,Completed,6,11,15663.42,10936.3,4727.120000000001,30.2,EUR
BK-016147,2023-09-29,2023,9,September,3,Autumn,Friday,0,Horizon Corp Events,Corporate,Europe,UK,Chateau Stay Bordeaux,Accommodation,Bordeaux,Nicolas Petit,Inbound Asia,Completed,10,4,11107.85,8443.99,2663.8600000000006,24.0,EUR
BK-016071,2023-09-30,2023,9,September,3,Autumn,Saturday,1,Roma Viaggi SRL,Agency,Europe,Italy,City Walking Tour,Tour,Paris,Camille Moreau,Corporate,Completed,9,2,1565.42,1182.92,382.5,24.4,EUR
BK-016079,2023-09-30,2023,9,September,3,Autumn,Saturday,1,Sakura Travel Group,Agency,Asia-Pacific,Japan,Nice Coastal Tour,Tour,Nice,Nicolas Petit,Inbound Asia,Completed,10,3,1152.45,834.2,318.25,27.6,EUR
BK-016082,2023-09-30,2023,9,September,3,Autumn,Saturday,1,Direct Client - Web,Individual,North America,USA,TGV Train Booking,Transfer,Multi-city,Isabelle Leroy,Inbound Europe,Completed,3,0,343.89,249.43,94.45999999999998,27.5,EUR
BK-016095,2023-09-30,2023,9,September,3,Autumn,Saturday,1,Gulf Luxury Travel,Corporate,Middle East,UAE,Marseille Port Tour,Tour,Marseille,Isabelle Leroy,Inbound Europe,Completed,9,3,1398.27,1040.94,357.3299999999999,25.6,EUR
BK-016115,2023-09-30,2023,9,September,3,Autumn,Saturday,1,Mumbai Getaways Pvt,Agency,Asia-Pacific,India,Mont Blanc Excursion,Tour,Chamonix,Nicolas Petit,Inbound Asia,Cancelled,10,2,1014.89,702.82,312.06999999999994,30.7,EUR
BK-016186,2023-10-01,2023,10,October,4,Autumn,Sunday,1,Southern Cross Holidays,Agency,Oceania,Australia,Chateau Stay Bordeaux,Accommodation,Bordeaux,Isabelle Leroy,Inbound Europe,Completed,8,13,24374.78,16974.33,7400.449999999997,30.4,EUR
BK-016190,2023-10-01,2023,10,October,4,Autumn,Sunday,1,Nordic Explorers AB,Agency,Europe,Sweden,Airport Transfer,Transfer,Paris,Thomas Roux,Inbound Americas,Completed,9,0,1108.85,756.16,352.68999999999994,31.8,EUR
BK-016216,2023-10-01,2023,10,October,4,Autumn,Sunday,1,Andalucia Sun Tours,Agency,Europe,Spain,Versailles Day Trip,Tour,Versailles,Isabelle Leroy,Inbound Europe,Completed,11,3,1657.31,926.78,730.53,44.1,EUR
BK-016246,2023-10-01,2023,10,October,4,Autumn,Sunday,1,Roma Viaggi SRL,Agency,Europe,Italy,Chateau Stay Bordeaux,Accommodation,Bordeaux,Thomas Roux,Inbound Americas,Cancelled,4,10,11730.04,6485.43,5244.610000000001,44.7,EUR
BK-016281,2023-10-01,2023,10,October,4,Autumn,Sunday,1,Swiss Premium Tours,Agency,Europe,Switzerland,Hotel Negresco Nice,Accommodation,Nice,Jean-Luc Bernard,Inbound Americas,Completed,5,14,18147.36,11079.87,7067.49,38.9,EUR
BK-016240,2023-10-02,2023,10,October,4,Autumn,Monday,0,Direct Client - Web,Individual,North America,USA,D-Day Normandy Tour,Tour,Normandy,Camille Moreau,Corporate,Completed,7,2,798.52,619.79,178.73000000000002,22.4,EUR
BK-016241,2023-10-02,2023,10,October,4,Autumn,Monday,0,Maple Leaf Journeys,Agency,North America,Canada,Hotel Vieux Lyon,Accommodation,Lyon,Thomas Roux,Inbound Americas,Completed,5,7,7142.8,5240.41,1902.3900000000003,26.6,EUR
BK-016258,2023-10-02,2023,10,October,4,Autumn,Monday,0,Pacific Coast Tours,Agency,North America,USA,Hotel Le Marais,Accommodation,Paris,Pierre Martin,Inbound Europe,Completed,11,9,27429.29,21007.27,6422.02,23.4,EUR
BK-016263,2023-10-02,2023,10,October,4,Autumn,Monday,0,Andalucia Sun Tours,Agency,Europe,Spain,Versailles Day Trip,Tour,Versailles,Pierre Martin,Inbound Europe,Cancelled,7,0,1175.32,874.43,300.89,25.6,EUR
BK-016182,2023-10-03,2023,10,October,4,Autumn,Tuesday,0,Alpine Adventures GmbH,Agency,Europe,Germany,Ski Package Alps,Tour,Chamonix,Thomas Roux,Inbound Americas,Completed,6,1,1020.22,605.11,415.11,40.7,EUR
BK-016298,2023-10-03,2023,10,October,4,Autumn,Tuesday,0,Mumbai Getaways Pvt,Agency,Asia-Pacific,India,Hotel Negresco Nice,Accommodation,Nice,Pierre Martin,Inbound Europe,Completed,2,14,7407.45,4745.26,2662.1899999999996,35.9,EUR
BK-016239,2023-10-04,2023,10,October,4,Autumn,Wednesday,0,Direct Client - Walk-in,Individual,Europe,France,TGV Train Booking,Transfer,Multi-city,Marie Dubois,Inbound Europe,Completed,4,0,362.11,204.91,157.20000000000002,43.4,EUR
BK-016256,2023-10-04,2023,10,October,4,Autumn,Wednesday,0,Gulf Luxury Travel,Corporate,Middle East,UAE,Chateau Stay Bordeaux,Accommodation,Bordeaux,Marie Dubois,Inbound Europe,Completed,11,7,10932.4,6175.56,4756.839999999999,43.5,EUR
BK-016272,2023-10-04,2023,10,October,4,Autumn,Wednesday,0,Andalucia Sun Tours,Agency,Europe,Spain,Mont Blanc Excursion,Tour,Chamonix,Nicolas Petit,Inbound Asia,Completed,10,3,1859.95,1085.63,774.3199999999999,41.6,EUR
BK-016290,2023-10-04,2023,10,October,4,Autumn,Wednesday,0,Thai Smile Holidays,Agency,Asia-Pacific,Thailand,Provence Lavender Tour,Tour,Provence,Marie Dubois,Inbound Europe,Completed,6,1,341.46,209.1,132.35999999999999,38.8,EUR
BK-016189,2023-10-05,2023,10,October,4,Autumn,Thursday,0,Beijing Star International,Agency,Asia-Pacific,China,City Walking Tour,Tour,Paris,Thomas Roux,Inbound Americas,Completed,1,0,174.79,128.88,45.91,26.3,EUR
BK-016211,2023-10-05,2023,10,October,4,Autumn,Thursday,0,Mumbai Getaways Pvt,Agency,Asia-Pacific,India,TGV Train Booking,Transfer,Multi-city,Jean-Luc Bernard,Inbound Americas,Completed,8,0,835.9,492.63,343.27,41.1,EUR
BK-016219,2023-10-05,2023,10,October,4,Autumn,Thursday,0,Southern Cross Holidays,Agency,Oceania,Australia,Private Car Service,Transfer,Multi-city,Sophie Laurent,Inbound Asia,Completed,2,0,138.06,95.47,42.59,30.8,EUR
BK-016223,2023-10-05,2023,10,October,4,Autumn,Thursday,0,Horizon Corp Events,Corporate,Europe,UK,City Walking Tour,Tour,Paris,Jean-Luc Bernard,Inbound Americas,Completed,7,1,1055.06,638.69,416.3699999999999,39.5,EUR
BK-016233,2023-10-05,2023,10,October,4,Autumn,Thursday,0,Roma Viaggi SRL,Agency,Europe,Italy,Ski Package Alps,Tour,Chamonix,Isabelle Leroy,Inbound Europe,Completed,7,0,712.01,567.36,144.64999999999998,20.3,EUR
BK-016295,2023-10-05,2023,10,October,4,Autumn,Thursday,0,Alpine Adventures GmbH,Agency,Europe,Germany,Wine Tasting Bordeaux,Tour,Bordeaux,Thomas Roux,Inbound Americas,Completed,5,0,783.9,615.47,168.42999999999995,21.5,EUR
BK-016224,2023-10-06,2023,10,October,4,Autumn,Friday,0,Horizon Corp Events,Corporate,Europe,UK,Private Car Service,Transfer,Multi-city,Jean-Luc Bernard,Inbound Americas,Cancelled,12,0,1374.45,819.82,554.63,40.4,EUR
BK-016188,2023-10-07,2023,10,October,4,Autumn,Saturday,1,Horizon Corp Events,Corporate,Europe,UK,TGV Train Booking,Transfer,Multi-city,Pierre Martin,Inbound Europe,Completed,7,0,468.25,346.27,121.98000000000002,26.1,EUR
BK-016206,2023-10-07,2023,10,October,4,Autumn,Saturday,1,Beijing Star International,Agency,Asia-Pacific,China,City Walking Tour,Tour,Paris,Jean-Luc Bernard,Inbound Americas,Completed,4,2,732.13,438.67,293.46,40.1,EUR
BK-016225,2023-10-07,2023,10,October,4,Autumn,Saturday,1,Maple Leaf Journeys,Agency,North America,Canada,Strasbourg Christmas Tour,Tour,Strasbourg,Jean-Luc Bernard,Inbound Americas,Completed,10,3,1969.53,1293.04,676.49,34.3,EUR
BK-016236,2023-10-07,2023,10,October,4,Autumn,Saturday,1,Direct Client - Walk-in,Individual,Europe,France,Airport Transfer,Transfer,Paris,Sophie Laurent,Inbound Asia,Completed,12,0,825.65,485.03,340.62,41.3,EUR
BK-016252,2023-10-07,2023,10,October,4,Autumn,Saturday,1,Sakura Travel Group,Agency,Asia-Pacific,Japan,Marseille Port Tour,Tour,Marseille,Thomas Roux,Inbound Americas,Completed,12,2,782.54,513.07,269.4699999999999,34.4,EUR
BK-016284,2023-10-07,2023,10,October,4,Autumn,Saturday,1,Amazon Corp Travel,Corporate,North America,USA,Provence Lavender Tour,Tour,Provence,Sophie Laurent,Inbound Asia,Completed,12,3,2172.97,1219.65,953.3199999999997,43.9,EUR
BK-016204,2023-10-08,2023,10,October,4,Autumn,Sunday,1,Roma Viaggi SRL,Agency,Europe,Italy,Chateau Stay Bordeaux,Accommodation,Bordeaux,Jean-Luc Bernard,Inbound Americas,Completed,2,3,537.26,404.28,132.98000000000002,24.8,EUR
BK-016217,2023-10-08,2023,10,October,4,Autumn,Sunday,1,Mumbai Getaways Pvt,Agency,Asia-Pacific,India,Hotel Vieux Lyon,Accommodation,Lyon,Pierre Martin,Inbound Europe,Completed,5,7,10632.52,7381.64,3250.88,30.6,EUR
BK-016218,2023-10-08,2023,10,October,4,Autumn,Sunday,1,Swiss Premium Tours,Agency,Europe,Switzerland,Marseille Port Tour,Tour,Marseille,Pierre Martin,Inbound Europe,Completed,12,2,601.75,410.35,191.39999999999998,31.8,EUR
BK-016291,2023-10-08,2023,10,October,4,Autumn,Sunday,1,Andalucia Sun Tours,Agency,Europe,Spain,Strasbourg Christmas Tour,Tour,Strasbourg,Thomas Roux,Inbound Americas,Completed,3,1,153.2,94.29,58.90999999999998,38.5,EUR
BK-016299,2023-10-08,2023,10,October,4,Autumn,Sunday,1,Southern Cross Holidays,Agency,Oceania,Australia,Ski Package Alps,Tour,Chamonix,Isabelle Leroy,Inbound Europe,Completed,10,3,1201.1,688.3,512.8,42.7,EUR
BK-016195,2023-10-09,2023,10,October,4,Autumn,Monday,0,Southern Cross Holidays,Agency,Oceania,Australia,Hotel Negresco Nice,Accommodation,Nice,Pierre Martin,Inbound Europe,Completed,8,9,25159.87,15545.32,9614.55,38.2,EUR
BK-016194,2023-10-10,2023,10,October,4,Autumn,Tuesday,0,Direct Client - Walk-in,Individual,Europe,France,Lyon Food Tour,Tour,Lyon,Nicolas Petit,Inbound Asia,Completed,8,2,559.88,373.84,186.04000000000002,33.2,EUR
BK-016238,2023-10-10,2023,10,October,4,Autumn,Tuesday,0,Maple Leaf Journeys,Agency,North America,Canada,TGV Train Booking,Transfer,Multi-city,Isabelle Leroy,Inbound Europe,Completed,10,0,695.97,556.21,139.76,20.1,EUR
BK-016287,2023-10-10,2023,10,October,4,Autumn,Tuesday,0,Horizon Corp Events,Corporate,Europe,UK,Versailles Day Trip,Tour,Versailles,Isabelle Leroy,Inbound Europe,Completed,4,2,607.57,389.09,218.48000000000008,36.0,EUR
BK-016288,2023-10-10,2023,10,October,4,Autumn,Tuesday,0,Beijing Star International,Agency,Asia-Pacific,China,Wine Tasting Bordeaux,Tour,Bordeaux,Camille Moreau,Corporate,Completed,9,3,1155.62,789.63,365.9899999999999,31.7,EUR
BK-016185,2023-10-11,2023,10,October,4,Autumn,Wednesday,0,Voyages Lumiere,Agency,Europe,France,Chateau Stay Bordeaux,Accommodation,Bordeaux,Sophie Laurent,Inbound Asia,Completed,2,6,3393.12,2482.98,910.1399999999999,26.8,EUR
BK-016212,2023-10-11,2023,10,October,4,Autumn,Wednesday,0,Beijing Star International,Agency,Asia-Pacific,China,Wine Tasting Bordeaux,Tour,Bordeaux,Isabelle Leroy,Inbound Europe,Completed,9,3,1164.58,820.08,344.4999999999999,29.6,EUR
BK-016278,2023-10-11,2023,10,October,4,Autumn,Wednesday,0,Sakura Travel Group,Agency,Asia-Pacific,Japan,Airport Transfer,Transfer,Paris,Nicolas Petit,Inbound Asia,Completed,12,0,1565.16,1188.62,376.5400000000002,24.1,EUR
BK-016196,2023-10-12,2023,10,October,4,Autumn,Thursday,0,Beijing Star International,Agency,Asia-Pacific,China,Airport Transfer,Transfer,Paris,Camille Moreau,Corporate,Completed,6,0,730.59,539.69,190.89999999999998,26.1,EUR
BK-016208,2023-10-12,2023,10,October,4,Autumn,Thursday,0,Sakura Travel Group,Agency,Asia-Pacific,Japan,Hotel Vieux Lyon,Accommodation,Lyon,Camille Moreau,Corporate,Completed,8,9,10019.7,5763.9,4255.800000000001,42.5,EUR
BK-016245,2023-10-12,2023,10,October,4,Autumn,Thursday,0,Direct Client - Walk-in,Individual,Europe,France,Marseille Port Tour,Tour,Marseille,Marie Dubois,Inbound Europe,Completed,2,3,344.48,233.87,110.61000000000001,32.1,EUR
BK-016249,2023-10-13,2023,10,October,4,Autumn,Friday,0,Alpine Adventures GmbH,Agency,Europe,Germany,TGV Train Booking,Transfer,Multi-city,Nicolas Petit,Inbound Asia,Completed,6,0,266.99,153.18,113.81,42.6,EUR
BK-016279,2023-10-13,2023,10,October,4,Autumn,Friday,0,Voyages Lumiere,Agency,Europe,France,Provence Lavender Tour,Tour,Provence,Nicolas Petit,Inbound Asia,Completed,1,1,100.92,59.3,41.620000000000005,41.2,EUR
BK-016197,2023-10-14,2023,10,October,4,Autumn,Saturday,1,Swiss Premium Tours,Agency,Europe,Switzerland,Private Car Service,Transfer,Multi-city,Jean-Luc Bernard,Inbound Americas,Completed,1,0,56.0,42.63,13.369999999999997,23.9,EUR
BK-016229,2023-10-14,2023,10,October,4,Autumn,Saturday,1,Sakura Travel Group,Agency,Asia-Pacific,Japan,Hotel Negresco Nice,Accommodation,Nice,Jean-Luc Bernard,Inbound Americas,Cancelled,8,11,9338.25,6104.49,3233.76,34.6,EUR
BK-016270,2023-10-14,2023,10,October,4,Autumn,Saturday,1,Thai Smile Holidays,Agency,Asia-Pacific,Thailand,D-Day Normandy Tour,Tour,Normandy,Camille Moreau,Corporate,Completed,8,1,887.48,574.76,312.72,35.2,EUR
BK-016292,2023-10-14,2023,10,October,4,Autumn,Saturday,1,Alpine Adventures GmbH,Agency,Europe,Germany,Private Car Service,Transfer,Multi-city,Sophie Laurent,Inbound Asia,Completed,9,0,859.66,579.23,280.42999999999995,32.6,EUR
BK-016234,2023-10-15,2023,10,October,4,Autumn,Sunday,1,Horizon Corp Events,Corporate,Europe,UK,Mont Blanc Excursion,Tour,Chamonix,Pierre Martin,Inbound Europe,Completed,10,3,1293.0,954.77,338.23,26.2,EUR
BK-016235,2023-10-15,2023,10,October,4,Autumn,Sunday,1,Maple Leaf Journeys,Agency,North America,Canada,Hotel Promenade Nice,Accommodation,Nice,Nicolas Petit,Inbound Asia,Completed,1,14,3411.55,2220.3,1191.25,34.9,EUR
BK-016267,2023-10-15,2023,10,October,4,Autumn,Sunday,1,Direct Client - Web,Individual,North America,USA,D-Day Normandy Tour,Tour,Normandy,Jean-Luc Bernard,Inbound Americas,Completed,11,3,1570.09,1078.02,492.06999999999994,31.3,EUR
BK-016201,2023-10-16,2023,10,October,4,Autumn,Monday,0,Alpine Adventures GmbH,Agency,Europe,Germany,Ski Package Alps,Tour,Chamonix,Nicolas Petit,Inbound Asia,Completed,4,0,439.66,343.39,96.27000000000004,21.9,EUR
BK-016251,2023-10-16,2023,10,October,4,Autumn,Monday,0,Thai Smile Holidays,Agency,Asia-Pacific,Thailand,Hotel Vieux Lyon,Accommodation,Lyon,Marie Dubois,Inbound Europe,Completed,11,1,1804.23,1419.89,384.3399999999999,21.3,EUR
BK-016255,2023-10-16,2023,10,October,4,Autumn,Monday,0,Direct Client - Walk-in,Individual,Europe,France,Strasbourg Christmas Tour,Tour,Strasbourg,Sophie Laurent,Inbound Asia,Completed,12,2,1408.14,964.89,443.2500000000001,31.5,EUR
BK-016265,2023-10-16,2023,10,October,4,Autumn,Monday,0,Thai Smile Holidays,Agency,Asia-Pacific,Thailand,Lyon Food Tour,Tour,Lyon,Jean-Luc Bernard,Inbound Americas,Completed,5,0,568.64,359.05,209.58999999999997,36.9,EUR
BK-016215,2023-10-17,2023,10,October,4,Autumn,Tuesday,0,Kiwi Adventures Ltd,Agency,Oceania,New Zealand,Ski Package Alps,Tour,Chamonix,Nicolas Petit,Inbound Asia,Completed,2,3,304.28,222.69,81.58999999999997,26.8,EUR
BK-016184,2023-10-18,2023,10,October,4,Autumn,Wednesday,0,Sakura Travel Group,Agency,Asia-Pacific,Japan,Hotel Vieux Lyon,Accommodation,Lyon,Marie Dubois,Inbound Europe,Completed,8,8,14802.29,11424.99,3377.300000000001,22.8,EUR
BK-016228,2023-10-18,2023,10,October,4,Autumn,Wednesday,0,Andalucia Sun Tours,Agency,Europe,Spain,Nice Coastal Tour,Tour,Nice,Nicolas Petit,Inbound Asia,Completed,10,3,1044.6,819.87,224.7299999999999,21.5,EUR
BK-016248,2023-10-18,2023,10,October,4,Autumn,Wednesday,0,Pacific Coast Tours,Agency,North America,USA,Private Car Service,Transfer,Multi-city,Camille Moreau,Corporate,Completed,10,0,981.85,681.99,299.86,30.5,EUR
BK-016274,2023-10-18,2023,10,October,4,Autumn,Wednesday,0,Beijing Star International,Agency,Asia-Pacific,China,Versailles Day Trip,Tour,Versailles,Camille Moreau,Corporate,Cancelled,10,0,1283.14,792.36,490.7800000000001,38.2,EUR
BK-016192,2023-10-19,2023,10,October,4,Autumn,Thursday,0,Andalucia Sun Tours,Agency,Europe,Spain,Hotel Promenade Nice,Accommodation,Nice,Camille Moreau,Corporate,Completed,10,5,6086.43,4405.43,1681.0,27.6,EUR
BK-016253,2023-10-19,2023,10,October,4,Autumn,Thursday,0,Pacific Coast Tours,Agency,North America,USA,Nice Coastal Tour,Tour,Nice,Jean-Luc Bernard,Inbound Americas,Completed,5,1,682.37,403.14,279.23,40.9,EUR
BK-016254,2023-10-19,2023,10,October,4,Autumn,Thursday,0,Alpine Adventures GmbH,Agency,Europe,Germany,Airport Transfer,Transfer,Paris,Jean-Luc Bernard,Inbound Americas,Cancelled,8,0,1077.87,612.51,465.3599999999999,43.2,EUR
BK-016262,2023-10-19,2023,10,October,4,Autumn,Thursday,0,Seoul Wanderers Co.,Agency,Asia-Pacific,South Korea,Marseille Port Tour,Tour,Marseille,Nicolas Petit,Inbound Asia,Completed,1,0,101.57,58.12,43.449999999999996,42.8,EUR
