booking_id,booking_date,checkin_date,checkout_date,client_id,client_name,service_id,service_name,service_category,destination,agent_id,agent_name,status,pax,nights,revenue,cost,currency
BK-020811,2024-06-09,2024-06-11,2024-06-12,2,Alpine Adventures GmbH,19,Ski Package Alps,Tour,Chamonix,2,Pierre Martin,Completed,12,1,1308.41,882.66,EUR
BK-020812,2024-06-24,2024-09-09,2024-09-10,1,Sakura Travel Group,8,Hotel Promenade Nice,Accommodation,Nice,2,Pierre Martin,Completed,4,1,1275.0,976.68,EUR
BK-020813,2024-06-28,2024-07-03,2024-07-04,18,Thai Smile Holidays,12,TGV Train Booking,Transfer,Multi-city,1,Marie Dubois,Completed,7,0,739.27,410.13,EUR
BK-020814,2024-06-09,2024-07-14,2024-07-16,10,Seoul Wanderers Co.,14,Versailles Day Trip,Tour,Versailles,5,Camille Moreau,Cancelled,1,2,196.44,108.71,EUR
BK-020815,2024-07-01,2024-08-08,2024-08-10,12,Kiwi Adventures Ltd,14,Versailles Day Trip,Tour,Versailles,5,Camille Moreau,Completed,10,2,1192.94,813.71,EUR
BK-020816,2024-07-24,2024-10-01,2024-10-03,6,Southern Cross Holidays,15,Provence Lavender Tour,Tour,Provence,6,Nicolas Petit,Completed,7,2,369.87,295.3,EUR
BK-020817,2024-07-20,2024-08-08,2024-08-11,14,Direct Client - Web,10,Mont Blanc Excursion,Tour,Chamonix,3,Sophie Laurent,Cancelled,6,3,699.13,395.1,EUR
BK-020818,2024-07-17,2024-07-23,2024-08-02,11,Roma Viaggi SRL,16,Hotel Vieux Lyon,Accommodation,Lyon,2,Pierre Martin,Completed,2,10,6933.8,4007.92,EUR
BK-020819,2024-07-04,2024-08-23,2024-08-24,6,Southern Cross Holidays,12,TGV Train Booking,Transfer,Multi-city,6,Nicolas Petit,Completed,1,0,96.82,56.1,EUR
BK-020820,2024-07-20,2024-07-23,2024-07-24,4,Voyages Lumiere,10,Mont Blanc Excursion,Tour,Chamonix,6,Nicolas Petit,Cancelled,1,1,115.88,88.02,EUR
BK-020821,2024-07-25,2024-09-27,2024-09-28,14,Direct Client - Web,9,Lyon Food Tour,Tour,Lyon,5,Camille Moreau,Completed,8,0,1539.29,1032.94,EUR
BK-020822,2024-07-24,2024-10-17,2024-10-18,7,Beijing Star International,13,Private Car Service,Transfer,Multi-city,2,Pierre Martin,Completed,11,0,382.63,302.51,EUR
BK-020823,2024-07-27,2024-08-17,2024-08-19,19,Amazon Corp Travel,8,Hotel Promenade Nice,Accommodation,Nice,8,Thomas Roux,Completed,7,2,2903.44,1714.6,EUR
BK-020824,2024-07-13,2024-07-26,2024-07-28,10,Seoul Wanderers Co.,14,Versailles Day Trip,Tour,Versailles,5,Camille Moreau,Completed,7,2,973.4,604.2,EUR
BK-020825,2024-07-21,2024-09-24,2024-10-07,6,Southern Cross Holidays,20,Hotel Negresco Nice,Accommodation,Nice,5,Camille Moreau,Completed,11,13,23343.88,18333.55,EUR
BK-020826,2024-07-06,2024-09-10,2024-09-24,3,Pacific Coast Tours,3,Hotel Le Marais,Accommodation,Paris,4,Jean-Luc Bernard,Completed,8,14,28093.3,17360.65,EUR
BK-020827,2024-07-22,2024-08-27,2024-09-08,20,Swiss Premium Tours,16,Hotel Vieux Lyon,Accommodation,Lyon,3,Sophie Laurent,Cancelled,10,12,24424.9,17812.1,EUR
BK-020828,2024-07-03,2024-08-07,2024-08-09,1,Sakura Travel Group,10,Mont Blanc Excursion,Tour,Chamonix,1,Marie Dubois,Cancelled,10,2,1490.82,963.25,EUR
BK-020829,2024-07-28,2024-10-06,2024-10-09,8,Nordic Explorers AB,9,Lyon Food Tour,Tour,Lyon,3,Sophie Laurent,Completed,11,3,1785.48,1232.14,EUR
BK-020830,2024-07-17,2024-09-19,2024-09-20,16,Mumbai Getaways Pvt,18,Marseille Port Tour,Tour,Marseille,4,Jean-Luc Bernard,Completed,8,0,876.76,622.19,EUR
BK-020831,2024-07-14,2024-08-16,2024-08-19,7,Beijing Star International,19,Ski Package Alps,Tour,Chamonix,8,Thomas Roux,Cancelled,9,3,511.14,312.85,EUR
BK-020832,2024-07-12,2024-07-27,2024-07-28,18,Thai Smile Holidays,19,Ski Package Alps,Tour,Chamonix,8,Thomas Roux,Completed,2,0,227.04,172.93,EUR
BK-020833,2024-07-10,2024-09-05,2024-09-08,14,Direct Client - Web,14,Versailles Day Trip,Tour,Versailles,7,Isabelle Leroy,Completed,12,3,2310.72,1706.21,EUR
BK-020834,2024-07-03,2024-09-17,2024-09-18,12,Kiwi Adventures Ltd,4,Seine River Cruise,Tour,Paris,3,Sophie Laurent,Completed,7,1,1230.53,715.61,EUR
BK-020835,2024-07-21,2024-10-08,2024-10-09,15,Horizon Corp Events,7,Nice Coastal Tour,Tour,Nice,7,Isabelle Leroy,Completed,10,0,1244.33,973.17,EUR
BK-020836,2024-07-26,2024-09-10,2024-09-13,11,Roma Viaggi SRL,14,Versailles Day Trip,Tour,Versailles,2,Pierre Martin,Completed,1,3,144.25,109.84,EUR
BK-020837,2024-07-26,2024-08-23,2024-08-26,16,Mumbai Getaways Pvt,19,Ski Package Alps,Tour,Chamonix,1,Marie Dubois,Completed,11,3,1049.97,650.32,EUR
BK-020838,2024-07-31,2024-10-01,2024-10-03,2,Alpine Adventures GmbH,4,Seine River Cruise,Tour,Paris,6,Nicolas Petit,Cancelled,8,2,1415.04,943.86,EUR
BK-020839,2024-07-05,2024-08-21,2024-08-22,12,Kiwi Adventures Ltd,1,City Walking Tour,Tour,Paris,6,Nicolas Petit,Completed,5,0,442.04,274.31,EUR
BK-020840,2024-07-26,2024-10-14,2024-10-23,11,Roma Viaggi SRL,20,Hotel Negresco Nice,Accommodation,Nice,8,Thomas Roux,Completed,6,9,6247.26,4044.23,EUR
BK-020841,2024-07-16,2024-08-19,2024-08-21,12,Kiwi Adventures Ltd,9,Lyon Food Tour,Tour,Lyon,6,Nicolas Petit,Completed,12,2,1206.29,865.24,EUR
BK-020842,2024-07-31,2024-10-26,2024-10-27,8,Nordic Explorers AB,14,Versailles Day Trip,Tour,Versailles,6,Nicolas Petit,Completed,12,1,1088.68,648.78,EUR
BK-020843,2024-07-11,2024-07-15,2024-07-17,7,Beijing Star International,19,Ski Package Alps,Tour,Chamonix,1,Marie Dubois,Completed,11,2,1291.37,862.13,EUR
BK-020844,2024-07-05,2024-09-11,2024-09-14,13,Direct Client - Walk-in,5,Wine Tasting Bordeaux,Tour,Bordeaux,6,Nicolas Petit,Completed,11,3,1387.39,956.02,EUR
BK-020845,2024-07-23,2024-10-03,2024-10-05,6,Southern Cross Holidays,19,Ski Package Alps,Tour,Chamonix,7,Isabelle Leroy,Completed,7,2,373.99,244.0,EUR
BK-020846,2024-07-20,2024-09-28,2024-09-29,15,Horizon Corp Events,1,City Walking Tour,Tour,Paris,7,Isabelle Leroy,Completed,11,1,1993.98,1228.39,EUR
BK-020847,2024-07-29,2024-10-14,2024-10-15,12,Kiwi Adventures Ltd,10,Mont Blanc Excursion,Tour,Chamonix,1,Marie Dubois,Completed,1,1,194.08,136.01,EUR
BK-020848,2024-07-04,2024-08-29,2024-08-30,8,Nordic Explorers AB,12,TGV Train Booking,Transfer,Multi-city,8,Thomas Roux,Completed,8,0,1075.84,717.33,EUR
BK-020849,2024-07-05,2024-08-10,2024-08-12,14,Direct Client - Web,16,Hotel Vieux Lyon,Accommodation,Lyon,5,Camille Moreau,Completed,10,2,6972.87,4857.33,EUR
BK-020850,2024-07-31,2024-10-27,2024-10-29,1,Sakura Travel Group,14,Versailles Day Trip,Tour,Versailles,8,Thomas Roux,Completed,3,2,304.4,180.81,EUR
BK-020851,2024-07-13,2024-09-29,2024-10-05,14,Direct Client - Web,3,Hotel Le Marais,Accommodation,Paris,8,Thomas Roux,Completed,9,6,5223.65,3689.05,EUR
BK-020852,2024-07-02,2024-09-02,2024-09-03,1,Sakura Travel Group,2,Airport Transfer,Transfer,Paris,2,Pierre Martin,Completed,4,0,223.56,170.46,EUR
BK-020853,2024-07-24,2024-10-07,2024-10-08,7,Beijing Star International,1,City Walking Tour,Tour,Paris,8,Thomas Roux,Completed,5,1,423.77,321.13,EUR
BK-020854,2024-07-28,2024-08-20,2024-08-22,4,Voyages Lumiere,9,Lyon Food Tour,Tour,Lyon,1,Marie Dubois,Completed,2,2,309.01,221.93,EUR
BK-020855,2024-07-30,2024-10-17,2024-10-19,4,Voyages Lumiere,20,Hotel Negresco Nice,Accommodation,Nice,3,Sophie Laurent,Completed,10,2,6174.07,4044.83,EUR
BK-020856,2024-07-08,2024-07-17,2024-07-18,18,Thai Smile Holidays,4,Seine River Cruise,Tour,Paris,8,Thomas Roux,Cancelled,10,1,1858.52,1144.46,EUR
BK-020857,2024-07-19,2024-09-02,2024-09-03,5,Gulf Luxury Travel,4,Seine River Cruise,Tour,Paris,1,Marie Dubois,Cancelled,4,0,695.84,480.63,EUR
BK-020858,2024-07-02,2024-08-19,2024-08-26,14,Direct Client - Web,20,Hotel Negresco Nice,Accommodation,Nice,7,Isabelle Leroy,Completed,11,7,18211.22,10718.14,EUR
BK-020859,2024-07-30,2024-09-06,2024-09-07,16,Mumbai Getaways Pvt,7,Nice Coastal Tour,Tour,Nice,6,Nicolas Petit,Cancelled,11,1,1780.66,1423.4,EUR
BK-020860,2024-07-17,2024-09-20,2024-09-23,8,Nordic Explorers AB,10,Mont Blanc Excursion,Tour,Chamonix,8,Thomas Roux,Completed,12,3,1462.81,916.63,EUR
BK-020861,2024-07-25,2024-09-05,2024-09-06,8,Nordic Explorers AB,2,Airport Transfer,Transfer,Paris,1,Marie Dubois,Completed,12,0,618.21,409.34,EUR
BK-020862,2024-07-22,2024-08-02,2024-08-03,3,Pacific Coast Tours,15,Provence Lavender Tour,Tour,Provence,7,Isabelle Leroy,Completed,3,1,310.99,244.81,EUR
BK-020863,2024-07-07,2024-07-28,2024-07-31,20,Swiss Premium Tours,14,Versailles Day Trip,Tour,Versailles,3,Sophie Laurent,Completed,5,3,896.44,639.75,EUR
BK-020864,2024-07-25,2024-10-23,2024-10-24,15,Horizon Corp Events,17,Strasbourg Christmas Tour,Tour,Strasbourg,3,Sophie Laurent,Completed,7,1,1351.88,986.43,EUR
BK-020865,2024-07-16,2024-09-30,2024-10-12,17,Andalucia Sun Tours,8,Hotel Promenade Nice,Accommodation,Nice,5,Camille Moreau,Completed,10,12,12167.96,7213.98,EUR
BK-020866,2024-07-14,2024-09-09,2024-09-18,16,Mumbai Getaways Pvt,6,Chateau Stay Bordeaux,Accommodation,Bordeaux,8,Thomas Roux,Cancelled,5,9,9649.04,6605.67,EUR
BK-020867,2024-07-03,2024-07-10,2024-07-11,15,Horizon Corp Events,10,Mont Blanc Excursion,Tour,Chamonix,7,Isabelle Leroy,Completed,12,0,2169.58,1618.68,EUR
BK-020868,2024-07-28,2024-10-16,2024-10-17,11,Roma Viaggi SRL,13,Private Car Service,Transfer,Multi-city,3,Sophie Laurent,Completed,12,0,765.65,563.45,EUR
BK-020869,2024-07-03,2024-09-27,2024-09-28,5,Gulf Luxury Travel,17,Strasbourg Christmas Tour,Tour,Strasbourg,1,Marie Dubois,Cancelled,5,0,265.14,150.96,EUR
BK-020870,2024-07-15,2024-07-29,2024-07-30,5,Gulf Luxury Travel,19,Ski Package Alps,Tour,Chamonix,5,Camille Moreau,Completed,4,0,672.03,411.37,EUR
BK-020871,2024-07-30,2024-08-23,2024-08-25,15,Horizon Corp Events,14,Versailles Day Trip,Tour,Versailles,2,Pierre Martin,Completed,5,2,715.24,433.08,EUR
BK-020872,2024-07-01,2024-07-12,2024-07-13,12,Kiwi Adventures Ltd,19,Ski Package Alps,Tour,Chamonix,4,Jean-Luc Bernard,Completed,2,1,298.52,166.45,EUR
BK-020873,2024-07-11,2024-09-15,2024-09-17,13,Direct Client - Walk-in,10,Mont Blanc Excursion,Tour,Chamonix,8,Thomas Roux,Completed,4,2,772.64,442.65,EUR
BK-020874,2024-07-02,2024-09-29,2024-09-30,3,Pacific Coast Tours,2,Airport Transfer,Transfer,Paris,8,Thomas Roux,Cancelled,5,0,490.34,281.0,EUR
BK-020875,2024-07-12,2024-09-04,2024-09-07,8,Nordic Explorers AB,1,City Walking Tour,Tour,Paris,1,Marie Dubois,Completed,3,3,574.67,417.45,EUR
BK-020876,2024-07-28,2024-09-23,2024-09-26,7,Beijing Star International,7,Nice Coastal Tour,Tour,Nice,4,Jean-Luc Bernard,Completed,10,3,1221.61,865.39,EUR
BK-020877,2024-07-27,2024-07-28,2024-07-30,19,Amazon Corp Travel,4,Seine River Cruise,Tour,Paris,3,Sophie Laurent,Cancelled,7,2,514.31,389.22,EUR
BK-020878,2024-07-20,2024-08-10,2024-08-22,9,Maple Leaf Journeys,6,Chateau Stay Bordeaux,Accommodation,Bordeaux,1,Marie Dubois,Completed,1,12,2307.61,1389.59,EUR
BK-020879,2024-07-09,2024-10-06,2024-10-09,13,Direct Client - Walk-in,19,Ski Package Alps,Tour,Chamonix,1,Marie Dubois,Completed,3,3,562.0,353.09,EUR
BK-020880,2024-07-31,2024-09-04,2024-09-10,18,Thai Smile Holidays,8,Hotel Promenade Nice,Accommodation,Nice,1,Marie Dubois,Completed,5,6,9112.23,5201.85,EUR
BK-020881,2024-07-23,2024-07-27,2024-07-28,10,Seoul Wanderers Co.,2,Airport Transfer,Transfer,Paris,6,Nicolas Petit,Completed,1,0,39.95,25.13,EUR
BK-020882,2024-07-03,2024-07-18,2024-07-20,20,Swiss Premium Tours,19,Ski Package Alps,Tour,Chamonix,7,Isabelle Leroy,Completed,1,2,174.58,102.61,EUR
BK-020883,2024-07-25,2024-08-19,2024-08-22,16,Mumbai Getaways Pvt,9,Lyon Food Tour,Tour,Lyon,7,Isabelle Leroy,Cancelled,7,3,402.17,254.1,EUR
BK-020884,2024-07-27,2024-09-08,2024-09-09,5,Gulf Luxury Travel,13,Private Car Service,Transfer,Multi-city,6,Nicolas Petit,Completed,8,0,575.94,437.34,EUR
BK-020885,2024-07-10,2024-08-31,2024-09-01,13,Direct Client - Walk-in,9,Lyon Food Tour,Tour,Lyon,5,Camille Moreau,Completed,11,0,1781.17,1202.39,EUR
BK-020886,2024-07-25,2024-09-26,2024-09-28,4,Voyages Lumiere,11,D-Day Normandy Tour,Tour,Normandy,3,Sophie Laurent,Completed,8,2,1332.61,769.37,EUR
BK-020887,2024-07-18,2024-09-28,2024-10-01,2,Alpine Adventures GmbH,4,Seine River Cruise,Tour,Paris,6,Nicolas Petit,Completed,9,3,478.43,272.18,EUR
BK-020888,2024-07-26,2024-09-07,2024-09-08,16,Mumbai Getaways Pvt,12,TGV Train Booking,Transfer,Multi-city,1,Marie Dubois,Completed,9,0,454.04,305.56,EUR
BK-020889,2024-07-28,2024-09-08,2024-09-09,9,Maple Leaf Journeys,2,Airport Transfer,Transfer,Paris,5,Camille Moreau,Cancelled,12,0,777.16,602.75,EUR
BK-020890,2024-07-09,2024-07-27,2024-08-01,5,Gulf Luxury Travel,20,Hotel Negresco Nice,Accommodation,Nice,7,Isabelle Leroy,Completed,8,5,11742.52,6513.52,EUR
BK-020891,2024-07-23,2024-09-06,2024-09-07,3,Pacific Coast Tours,2,Airport Transfer,Transfer,Paris,6,Nicolas Petit,Completed,2,0,114.56,82.17,EUR
BK-020892,2024-07-25,2024-08-17,2024-08-19,20,Swiss Premium Tours,14,Versailles Day Trip,Tour,Versailles,8,Thomas Roux,Completed,1,2,94.0,57.69,EUR
BK-020893,2024-07-19,2024-10-13,2024-10-14,10,Seoul Wanderers Co.,17,Strasbourg Christmas Tour,Tour,Strasbourg,3,Sophie Laurent,Completed,1,0,116.79,75.39,EUR
BK-020894,2024-07-15,2024-10-07,2024-10-08,14,Direct Client - Web,1,City Walking Tour,Tour,Paris,2,Pierre Martin,Completed,5,0,414.97,265.58,EUR
BK-020895,2024-07-22,2024-08-20,2024-09-01,15,Horizon Corp Events,20,Hotel Negresco Nice,Accommodation,Nice,7,Isabelle Leroy,Completed,7,12,23439.67,16895.14,EUR
BK-020896,2024-07-04,2024-09-01,2024-09-07,2,Alpine Adventures GmbH,3,Hotel Le Marais,Accommodation,Paris,1,Marie Dubois,Completed,8,6,9444.16,5383.95,EUR
BK-020897,2024-07-15,2024-08-29,2024-08-30,1,Sakura Travel Group,4,Seine River Cruise,Tour,Paris,8,Thomas Roux,Completed,8,0,1064.32,633.01,EUR
BK-020898,2024-07-12,2024-08-28,2024-08-31,4,Voyages Lumiere,15,Provence Lavender Tour,Tour,Provence,7,Isabelle Leroy,Completed,8,3,978.66,549.45,EUR
BK-020899,2024-07-05,2024-10-02,2024-10-12,6,Southern Cross Holidays,3,Hotel Le Marais,Accommodation,Paris,3,Sophie Laurent,Cancelled,9,10,25661.28,16034.41,EUR
BK-020900,2024-07-09,2024-08-05,2024-08-06,4,Voyages Lumiere,1,City Walking Tour,Tour,Paris,6,Nicolas Petit,Completed,3,1,353.61,210.11,EUR
BK-020901,2024-07-16,2024-09-23,2024-09-27,14,Direct Client - Web,8,Hotel Promenade Nice,Accommodation,Nice,8,Thomas Roux,Completed,5,4,5839.79,3291.28,EUR
BK-020902,2024-07-19,2024-08-02,2024-08-13,2,Alpine Adventures GmbH,6,Chateau Stay Bordeaux,Accommodation,Bordeaux,6,Nicolas Petit,Completed,10,11,26144.72,16128.71,EUR
BK-020903,2024-07-15,2024-10-04,2024-10-05,19,Amazon Corp Travel,13,Private Car Service,Transfer,Multi-city,1,Marie Dubois,Completed,2,0,102.33,76.09,EUR
BK-020904,2024-07-13,2024-07-30,2024-07-31,18,Thai Smile Holidays,2,Airport Transfer,Transfer,Paris,4,Jean-Luc Bernard,Completed,7,0,290.67,160.93,EUR
BK-020905,2024-07-02,2024-07-22,2024-07-23,16,Mumbai Getaways Pvt,12,TGV Train Booking,Transfer,Multi-city,1,Marie Dubois,Completed,2,0,263.98,202.93,EUR
BK-020906,2024-07-02,2024-09-24,2024-09-25,8,Nordic Explorers AB,13,Private Car Service,Transfer,Multi-city,8,Thomas Roux,Completed,1,0,57.18,36.76,EUR
BK-020907,2024-07-12,2024-09-30,2024-10-02,4,Voyages Lumiere,4,Seine River Cruise,Tour,Paris,7,Isabelle Leroy,Completed,8,2,1478.81,1091.83,EUR
BK-020908,2024-07-14,2024-08-03,2024-08-06,12,Kiwi Adventures Ltd,19,Ski Package Alps,Tour,Chamonix,7,Isabelle Leroy,Completed,12,3,947.15,723.59,EUR
BK-020909,2024-07-25,2024-09-10,2024-09-24,13,Direct Client - Walk-in,8,Hotel Promenade Nice,Accommodation,Nice,8,Thomas Roux,Completed,4,14,18483.07,13905.67,EUR
BK-020910,2024-07-06,2024-08-17,2024-08-19,2,Alpine Adventures GmbH,9,Lyon Food Tour,Tour,Lyon,1,Marie Dubois,Completed,7,2,995.17,551.91,EUR
BK-020911,2024-07-26,2024-09-24,2024-09-27,4,Voyages Lumiere,7,Nice Coastal Tour,Tour,Nice,4,Jean-Luc Bernard,Completed,11,3,2016.48,1558.76,EUR
BK-020912,2024-07-02,2024-09-22,2024-09-25,13,Direct Client - Walk-in,1,City Walking Tour,Tour,Paris,6,Nicolas Petit,Cancelled,9,3,845.38,525.66,EUR
BK-020913,2024-07-31,2024-08-31,2024-09-01,1,Sakura Travel Group,19,Ski Package Alps,Tour,Chamonix,1,Marie Dubois,Completed,5,1,572.95,347.37,EUR
BK-020914,2024-07-27,2024-10-19,2024-10-20,18,Thai Smile Holidays,14,Versailles Day Trip,Tour,Versailles,8,Thomas Roux,Completed,1,0,107.57,74.36,EUR
BK-020915,2024-07-08,2024-09-07,2024-09-08,20,Swiss Premium Tours,12,TGV Train Booking,Transfer,Multi-city,1,Marie Dubois,Cancelled,5,0,319.59,246.37,EUR
BK-020916,2024-07-21,2024-08-31,2024-09-01,2,Alpine Adventures GmbH,18,Marseille Port Tour,Tour,Marseille,5,Camille Moreau,Completed,8,1,417.71,280.76,EUR
BK-020917,2024-07-01,2024-07-22,2024-07-25,9,Maple Leaf Journeys,15,Provence Lavender Tour,Tour,Provence,6,Nicolas Petit,Cancelled,2,3,399.34,220.07,EUR
BK-020918,2024-07-02,2024-08-13,2024-08-14,4,Voyages Lumiere,2,Airport Transfer,Transfer,Paris,6,Nicolas Petit,Cancelled,8,0,555.27,372.34,EUR
BK-020919,2024-07-17,2024-07-18,2024-07-20,6,Southern Cross Holidays,18,Marseille Port Tour,Tour,Marseille,8,Thomas Roux,Completed,5,2,268.27,158.27,EUR
BK-020920,2024-07-11,2024-07-12,2024-07-13,12,Kiwi Adventures Ltd,15,Provence Lavender Tour,Tour,Provence,6,Nicolas Petit,Completed,4,1,310.27,199.38,EUR
BK-020921,2024-07-18,2024-09-03,2024-09-09,12,Kiwi Adventures Ltd,3,Hotel Le Marais,Accommodation,Paris,1,Marie Dubois,Completed,2,6,1570.84,925.62,EUR
BK-020922,2024-07-03,2024-08-29,2024-09-01,12,Kiwi Adventures Ltd,18,Marseille Port Tour,Tour,Marseille,1,Marie Dubois,Cancelled,12,3,1250.6,752.94,EUR
BK-020923,2024-07-24,2024-10-21,2024-10-23,3,Pacific Coast Tours,4,Seine River Cruise,Tour,Paris,1,Marie Dubois,Completed,6,2,973.79,735.63,EUR
BK-020924,2024-07-01,2024-07-02,2024-07-07,2,Alpine Adventures GmbH,16,Hotel Vieux Lyon,Accommodation,Lyon,5,Camille Moreau,Completed,12,5,20634.13,11698.24,EUR
BK-020925,2024-07-20,2024-08-17,2024-08-18,16,Mumbai Getaways Pvt,7,Nice Coastal Tour,Tour,Nice,7,Isabelle Leroy,Completed,12,1,1724.94,1287.06,EUR
BK-020926,2024-07-19,2024-10-02,2024-10-05,8,Nordic Explorers AB,9,Lyon Food Tour,Tour,Lyon,8,Thomas Roux,Completed,10,3,804.6,556.65,EUR
BK-020927,2024-07-12,2024-08-04,2024-08-05,13,Direct Client - Walk-in,7,Nice Coastal Tour,Tour,Nice,1,Marie Dubois,Completed,6,0,671.5,438.4,EUR
BK-020928,2024-07-03,2024-07-23,2024-07-24,7,Beijing Star International,10,Mont Blanc Excursion,Tour,Chamonix,8,Thomas Roux,Completed,4,0,565.85,353.24,EUR
BK-020929,2024-07-21,2024-08-31,2024-09-01,19,Amazon Corp Travel,18,Marseille Port Tour,Tour,Marseille,4,Jean-Luc Bernard,Completed,7,0,758.84,471.84,EUR
BK-020930,2024-07-10,2024-08-06,2024-08-08,7,Beijing Star International,14,Versailles Day Trip,Tour,Versailles,2,Pierre Martin,Completed,11,2,1055.29,775.44,EUR
BK-020931,2024-07-20,2024-08-25,2024-08-26,14,Direct Client - Web,12,TGV Train Booking,Transfer,Multi-city,2,Pierre Martin,Completed,6,0,202.84,139.1,EUR
BK-020932,2024-07-04,2024-08-11,2024-08-12,8,Nordic Explorers AB,13,Private Car Service,Transfer,Multi-city,2,Pierre Martin,Completed,9,0,753.57,518.19,EUR
BK-020933,2024-07-14,2024-08-13,2024-08-24,2,Alpine Adventures GmbH,8,Hotel Promenade Nice,Accommodation,Nice,3,Sophie Laurent,Completed,4,11,3613.08,2127.79,EUR
BK-020934,2024-07-08,2024-08-06,2024-08-07,4,Voyages Lumiere,17,Strasbourg Christmas Tour,Tour,Strasbourg,7,Isabelle Leroy,Completed,1,1,165.28,104.31,EUR
BK-020935,2024-07-23,2024-10-16,2024-10-19,1,Sakura Travel Group,5,Wine Tasting Bordeaux,Tour,Bordeaux,5,Camille Moreau,Completed,1,3,53.64,33.66,EUR
BK-020936,2024-07-18,2024-09-12,2024-09-13,14,Direct Client - Web,13,Private Car Service,Transfer,Multi-city,5,Camille Moreau,Completed,8,0,278.5,187.96,EUR
BK-020937,2024-07-02,2024-07-23,2024-07-25,16,Mumbai Getaways Pvt,15,Provence Lavender Tour,Tour,Provence,7,Isabelle Leroy,Completed,7,2,562.66,380.28,EUR
BK-020938,2024-07-16,2024-08-10,2024-08-11,18,Thai Smile Holidays,17,Strasbourg Christmas Tour,Tour,Strasbourg,3,Sophie Laurent,Completed,4,0,313.94,239.73,EUR
BK-020939,2024-07-01,2024-07-13,2024-07-26,19,Amazon Corp Travel,20,Hotel Negresco Nice,Accommodation,Nice,3,Sophie Laurent,Completed,5,13,13345.68,7508.2,EUR
BK-020940,2024-07-12,2024-07-25,2024-07-28,5,Gulf Luxury Travel,17,Strasbourg Christmas Tour,Tour,Strasbourg,2,Pierre Martin,Cancelled,1,3,134.52,96.19,EUR
BK-020941,2024-07-21,2024-09-12,2024-09-15,15,Horizon Corp Events,7,Nice Coastal Tour,Tour,Nice,3,Sophie Laurent,Completed,9,3,1326.04,751.87,EUR
BK-020942,2024-07-31,2024-10-13,2024-10-14,1,Sakura Travel Group,13,Private Car Service,Transfer,Multi-city,1,Marie Dubois,Cancelled,7,0,861.03,667.02,EUR
BK-020943,2024-07-17,2024-10-13,2024-10-14,6,Southern Cross Holidays,17,Strasbourg Christmas Tour,Tour,Strasbourg,8,Thomas Roux,Completed,10,0,570.42,417.39,EUR
BK-020944,2024-07-06,2024-09-14,2024-09-17,11,Roma Viaggi SRL,9,Lyon Food Tour,Tour,Lyon,1,Marie Dubois,Completed,7,3,923.23,525.11,EUR
BK-020945,2024-07-05,2024-07-26,2024-07-27,20,Swiss Premium Tours,10,Mont Blanc Excursion,Tour,Chamonix,8,Thomas Roux,Completed,10,0,1164.3,703.51,EUR
BK-020946,2024-07-02,2024-09-08,2024-09-10,18,Thai Smile Holidays,7,Nice Coastal Tour,Tour,Nice,1,Marie Dubois,Cancelled,10,2,1319.1,1005.89,EUR
BK-020947,2024-07-09,2024-08-11,2024-08-14,18,Thai Smile Holidays,17,Strasbourg Christmas Tour,Tour,Strasbourg,1,Marie Dubois,Completed,5,3,923.04,630.89,EUR
BK-020948,2024-07-14,2024-08-24,2024-08-27,15,Horizon Corp Events,18,Marseille Port Tour,Tour,Marseille,3,Sophie Laurent,Completed,7,3,412.87,237.4,EUR
BK-020949,2024-07-17,2024-10-14,2024-10-17,14,Direct Client - Web,1,City Walking Tour,Tour,Paris,7,Isabelle Leroy,Completed,5,3,292.08,227.96,EUR
BK-020950,2024-07-19,2024-09-18,2024-09-19,1,Sakura Travel Group,10,Mont Blanc Excursion,Tour,Chamonix,8,Thomas Roux,Completed,12,1,1600.41,1217.06,EUR
BK-020951,2024-07-17,2024-08-09,2024-08-10,15,Horizon Corp Events,11,D-Day Normandy Tour,Tour,Normandy,2,Pierre Martin,Completed,3,1,338.22,260.16,EUR
BK-020952,2024-07-16,2024-07-19,2024-07-20,11,Roma Viaggi SRL,10,Mont Blanc Excursion,Tour,Chamonix,6,Nicolas Petit,Completed,8,0,1048.61,743.62,EUR
BK-020953,2024-07-24,2024-09-19,2024-09-20,10,Seoul Wanderers Co.,7,Nice Coastal Tour,Tour,Nice,3,Sophie Laurent,Completed,2,0,352.22,252.6,EUR
BK-020954,2024-07-05,2024-08-09,2024-08-19,20,Swiss Premium Tours,16,Hotel Vieux Lyon,Accommodation,Lyon,5,Camille Moreau,Completed,12,10,17765.81,10643.47,EUR
BK-020955,2024-07-18,2024-08-08,2024-08-09,2,Alpine Adventures GmbH,15,Provence Lavender Tour,Tour,Provence,6,Nicolas Petit,Completed,11,1,1975.64,1322.49,EUR
BK-020956,2024-07-02,2024-09-08,2024-09-09,15,Horizon Corp Events,10,Mont Blanc Excursion,Tour,Chamonix,5,Camille Moreau,Completed,12,0,2247.89,1378.56,EUR
BK-020957,2024-07-04,2024-08-16,2024-08-19,10,Seoul Wanderers Co.,15,Provence Lavender Tour,Tour,Provence,7,Isabelle Leroy,Completed,7,3,495.86,347.09,EUR
BK-020958,2024-07-17,2024-10-10,2024-10-13,11,Roma Viaggi SRL,11,D-Day Normandy Tour,Tour,Normandy,3,Sophie Laurent,Completed,6,3,1112.66,796.66,EUR
